"name","text"
"joycefelixes","@JetBlue thank you! I'm excited to fly with you for the first time."
"KyleFogg82","@SouthwestAir fortunately didn't have to. The flight took off on time."
"Tyler226","@SouthwestAir Left my computer on the plane. Two weeks Late Flightr they found it and sent it to me. #greatservice.  #happy #customer"
"shphotographydc","@USAirways Hold time to book award travel from Gold status: 4 HOURS and counting!!!! + 4 days of calling #usairwaysfail @AmericanAir"
"sejly03","@USAirways 4+ hour hold finally Cancelled Flighted ticket! sticking to @delta @Expedia who allow easy online Cancelled Flights/refunds! http://t.co/RKVCZBpdCE"
"Matt_Gerlach","@USAirways  in don't have it on me at the time as I am taking Amtrak home. How do we call for partial refunds?"
"RaulFNYC","@USAirways I called twice the recording says that it has being delivered to my apt but it is not here ?"
"dillidalley","@SouthwestAir have five people shown up yet"
"propsonline","@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ..."
"ejhart6","@JetBlue Thanks. Still booked our trip 3/13-17 LB to SLC to see grand kids.  Just very frustrating. Tried app web etc. Still love u guys!"
"SouthwestAir","@SouthwestAir y'all are fast we already have our 5 winners! Congrats!!"
"Destructiff","@jetblue offered me a complimentary drink for switching seats. Stewardess asked for my age &amp; I said 30. We giggled. #goodgenes #ilookyoung"
"propsonline","@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh"
"aroundsville","@SouthwestAir very confusing to receive ""your trip is around the corner!"" email when I already Cancelled Flightled the flight"
"brandonmajor","@united. DAY to IAD and CVG to IAD both Cancelled Flightled by United but all other airlines operating. Friend stuck and now miss intl flight. Help?"
"BVSCAPE","@united I was insulted disrespected and met with incompetence at every turn how about a voucher for a domestic round trip"
"NinaDESell","@SouthwestAir could u put one here in Baltimore? http://t.co/vLCI2KV1IP"
"Chris_5Thompson","@SouthwestAir my wife is trying to get a group of clients to their destination and just got disconnected after2 hours holding. Help."
"SLCVeganista","@SouthwestAir microsecond too Late Flight so very very sad 😂😂😂😂😂😭😭😭😭😢😢😢😢"
"like_a_toaster","@southwestair y'all just Cancelled Flightled the flight i rebooked after 1st was Cancelled Flightled. help? I need to be in nyc. schedule more flights tomorrow!"
"TrishaBug72","@SouthwestAir been on hold for 30 min trying to rebook my flight you Cancelled Flightled. Help?!"
"SomuchWhit","@united is not a company that values it's customer &amp; after reading tweets to them I'm not the only one who feels that way #lostmybusiness"
"ThatsVy","@United my flight from MCO has been delayed &amp; scheduled to arrive after my connection departs. What options do I have?"
"courtnush","@USAirways Yes it's February. Bad weather happens every winter. If you guys don't have the business sense to forecast that I'm at a loss."
"MathieuChauve","@USAirways What's the seat assignment policy? Why let us choose a seat only to change it on us two weeks Late Flightr?"
"lynnhambutler","@SouthwestAir fl 4158 Cancelled Flightled from Dallas to Austin. No one answering 800#.  Need help."
"YahooSchwab","@SouthwestAir I actually could use a slight tweak to my return - not leaving here now til Monday -any way I can skip calling for that?"
"TheBarnesology","@united why are you charging people to see the freaking flight map? https://t.co/AgPb45v8wt"
"zslick99","@SouthwestAir why are the ticketing lines in Las Vegas so unorganized??  Mass craziness. Half of the ticketing stations unmanned."
"luko","@united terrible travel experience. Traveled 8000 miles roundtrip but two Cancelled Flightlations of short hops cost me two days"
"BernardLeCroix","@JetBlue where did my travel bank credit go?  I can't call you right now."
"jaretgordon","@SouthwestAir no. Told to call cust service on monday"
"MattClement","@USAirways Can't wait for the trip. Thanks for getting me there!"
"borknagar","@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks"
"jaretgordon","@SouthwestAir can u follow so I can DM a confirmation number I need confirmed to Cancelled Flight? I will call to confirm Monday for refund"
"AndrewMcDublin","@united A3 Gold. So the international baggage limit apply when booked on 1 ticketeven for a domestic leg?  What if I travel with 2 friends?"
"zachkpearson",".@united Thanks. Hopefully this is easily resolved."
"BernardLeCroix","@JetBlue yes last month when Boston got the first big snow storm and my flight was Cancelled Flightled."
"jdbuller","@SouthwestAir departing MDW it's cold 26F windy with snow on the ground for sunny and 70F las vegas  @LASairport http://t.co/2IR7ynMBdU"
"BernardLeCroix","@JetBlue I have an email that says I have to sign on to the travel bank?  How do I that?"
"toddon14th","@united 1632 was phenomenal frm gate (SEA) to gate (IAD)"
"jaycalavas","@united troubling news time to raise the bar on legroom! http://t.co/nmbHNGnMkI"
"jaheard1","@SouthwestAir   Where the heck are the bags for Chicago 408. It has been an hour"
"HaleyKateB","@SouthwestAir Sure was  with @Delta  looks like I'll make my birthday celebration after all."
"pwaggs","@united yes 1427 Cancelled Flightled. Moved to 333. I'll figure out car rental changes and such."
"jaheard1","@SouthwestAir the wait for the bags is longer than the actual flight."
"RozFortuna","@JetBlue so yesterday a flight I wanted to Chicago was on sale within my points range and today it isn't. Any way you guys can still honor"
"RozFortuna","@JetBlue yesterday's deal?"
"POnions","@USAirways you are cutting into my pregame time.  Go @KentuckyMBB !!!!"
"BernardLeCroix","@JetBlue it seems I never received an ID just a password."
"billskutch","@USAirways #Unbelievable that for 2 consecutive days I can't get through to a person.  On hold over 2 hours and still going"
"Kbono91","@SouthwestAir Any chance there's a few seats open from DEN to DAL this afternoon?"
"beekaytulsa","@USAirways it's been three weeks since I was specifically told I would get a call back from your folks in AZ- should I keep being patient?"
"AdamJBerry","@JetBlue @amybruni @DIRECTTV but of course! :-) #bestdressed #bluecarpet"
"aaronkurlander","@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed on my to airport the next its Cancelled Flightled?Gonna email or call me to reschedule?"
"school_tales","@united nope.  no case id either time."
"BernardLeCroix","@JetBlue I can't call right now. My baby just fell asleep."
"BernardLeCroix","@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me."
"Southbeachpapi","@JetBlue thanks for update http://t.co/K7uBOTMr1r"
"POnions","@USAirways thanks for the seat that doesn't recline. I'm shocked I'm not being asked to serve everyone drinks on the plane.  #DoBetter"
"YahooSchwab","@SouthwestAir Sent your way thanks for the help."
"BernardLeCroix","@JetBlue why wouldn't you just credit it right to my account instead of having a separate sign on. That seems pretty ridiculous."
"aaronkurlander","@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin"
"beachluvr104","@JetBlue can u see what's holding up flt 1002 bags? One bag came out nothing else for 10 minutes"
"scrappiedoodle","@JetBlue Hello! Can you tell me if you currently fly to Hawaii? Thanks!"
"hamiltos777","@SouthwestAir sitting in Baltimore. Finish taxi and approved to takeoff. Oops not enough fuel. #Fail #45minflight #been3hours"
"jowyang","@united Ill check it out appreciate the response regardless."
"WSlough","@united stuck in DC trying to get to Denver. The engine shut down twice on us at the terminal. Got any available flights for me?"
"hadAbadWeek","@united nope. Called lost the seating preference I paid for and here I still sit. We'll see what happens w/ my flight Late Flightr."
"hadAbadWeek","@united can't get anyone to deal with me in person. Cowardly customer service I can't be looked in the eyes by anyone."
"ChefjeffSD","@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl."
"polkj71","@united hello I am flying first class and am behind 20 people on zone 1!!!!!  Pls pass on to app dept - you should board 1st class first"
"c4pyro","@united 4 of us are stranded   And flying from New Orleans to Huston tonight and we will be stuck there for two days. Rather fly than wait."
"delal","@SouthwestAir is there any estimate on when the holding for you online will end? I'm at an hour and forty minutes now. I need to rebook!!!"
"LIMacArthur","@SouthwestAir and @USAirways have Cancelled Flightled flights after 525 pm today due to winter storm. Travelers urged to contact carrier for info."
"EflemmEric","@SouthwestAir standing in Las Vegas and our flight says on time but reps are telling us that all flights to Denver are Cancelled Flightled. HELP"
"BernardLeCroix","@JetBlue there's is nothing there because apparently I have to connect them for that to be true."
"HSeeley14","@united @nathankillam or your staff could try not throwing the luggage around."
"beachluvr104","@JetBlue someone is here but has no info smh one bag came off  and then nothing"
"elmoray","@united thank you for your reply.  My frustration is that spending a upgrade just puts you on a wait  list."
"Raymance23","@SouthwestAir any particular reason it's 20+ minutes and counting to speak to a human being?"
"c4pyro","@united Home is Calgary can you get us there without the added expense of accommodations and meals."
"scrappiedoodle","@JetBlue Using JetBlue air miles?"
"smithnr","@united appreciate getting put on hold for 20min and then getting hung up on because I was requesting help for big group. I'll try #Delta"
"beachluvr104","@JetBlue she's standing here on her cell no announcements no info #thismosaicnothappy"
"RozFortuna","@JetBlue that sucks. Oh well."
"tausdad","@SouthwestAir hi can you please tell me why today's flights from Chicago to DIA were Cancelled Flightled? Thanks!"
"jksmokes_billy","@USAirways is the 7th circle of hell right after the dmv. #noshadetothedmv"
"DrMikeDevlin","@SouthwestAir THANK YOU. I left my iPad on a plane filled out a lost and found form. Yall found it and shipped it back. Thank you #flySW"
"elmoray","@united thanks for the reply.  If you can get me a better seat on my next leg to Munich. That would be nice."
"BernardLeCroix","@JetBlue I guess I have to redo the Flight Booking Problems. Ugh!"
"POnions","@USAirways  And now your half assed plane is falling apart. Some one tell my family I love them! #DoBetter http://t.co/UA6doUA34l"
"bokkagroup","@SouthwestAir @CallMeStanley7 And bring back the ""Agent will call you back..."" feature. Why was that ever discontinued???"
"setfive","@united we have developers flying down tmrw morn. w/45 min layover there is an earlier flight to have 1.5hr layover can move them up?"
"bsjuts","@SouthwestAir really this is getting worse as the day goes on. Late Flight leaving then had to be diverted and now sitting on the tarmac in VA."
"scrappiedoodle","@JetBlue Using JetBlue miles?"
"Swindonsays","@JetBlue continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. #jetblue"
"beachluvr104","@JetBlue got it wish they would communicate more w us"
"AmberCraig","@SouthwestAir 3 flights Cancelled Flightled today. Now we have been on hold for over an hour!"
"beachluvr104","@JetBlue quick ? Why is a person traveling w  a mosaic not get the green tag? Doesn't make sense I end up waitin 4 my sons bag anyway :/"
"SenatorA7","@JetBlue Can I bring a compact folding chair like this in a checked bag? http://t.co/9nivw9ftZw"
"scrappiedoodle","@JetBlue Awesome! Thank you! ;)"
"screamingbrat","@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins"
"AndrewMcDublin","@united I'm flying UA but *G with A3"
"BernardLeCroix","@JetBlue it was but obviously it wasn't linked as there is nothing there when I tried to book with it."
"floatingatoll","@VirginAmerica your mobile site is broken shows ""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"" won't let me checkin"
"floatingatoll","@VirginAmerica on iPad and iPhone clicking the CHECKIN link in the email I received at 24hrs before flight"
"polaroiddragons","@SouthwestAir I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖 #DestinationDragons"
"BernardLeCroix","@JetBlue you guys need live chat."
"WikeMK","@timbennettg3 @USAirways Cancelled Flightled 4532 sch departure 8:38 am wasn't snowing yet and other flights were still leaving #Fail"
"AngelikaGiatras","@united flight just Cancelled Flightled. This is ridiculous"
"T5Sparrow","@JetBlue *cough* #awkward!"
"venkatesh_cr","@JetBlue I've been in pricing for 8 years to know that 70 bucks a seat is criminal. 20-30 I understand. #pricing #flying #jetblue #pricewise"
"NoelArtiles","@VirginAmerica can’t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook."
"AviNewYork","@united I hope not to see the same issue on my return flight tomorrow"
"heroestoheroes","@SouthwestAir hv wounded vet stuck in Chi. He's traveling to NY 4 healing. Need fly ny Late Flightst AM by 9 2 catch intl flt. Help!"
"SSGV","@USAirways can't control weather/flight attendant.Can control this-green ACU bag 1.5 hrs &amp; counting! Yep that's me! http://t.co/0jUtCDRLjl"
"TheBarnesology","@united that's a crazy long form! You need something other than a video?"
"AugmentReality_","@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it"
"AndrewMcDublin","@united correct?  What's correct?  Sorry I'm lost"
"PatricePinkFile","@JetBlue BOS to DCA 1098 at 7:16 pm."
"PatricePinkFile","@JetBlue actually flight 1089 not 1098"
"KaiserRolls","@USAirways -beg to differ. 4 things booked wrong and still not fixed. Get your act together! #USAirSucks"
"tarapall","@JetBlue #kudos! And we're done and heading to warmer weather!"
"RozFortuna","@JetBlue Thanks it's for next weekend though so my guess is it will only go higher."
"MistakeCakeJake","@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?"
"rpgibson8589","@united ROC flight Cancelled Flightled. Love my snowy drive home with no useful substitutes"
"POnions","@USAirways what am I paying you $275 for?   Fly the damn plane!  Not one announcement from the crew.  Let me know how you wanna refund me."
"JoeSchmuck","@united help? Invest more in your planes and your people and less in stock buybacks and executive pay. Maybe then you would not disappoint."
"heroestoheroes","@SouthwestAir 2 wounded vets stuck. Hv trouble with agent help. On hold and no answer on Twitter. Pls respond"
"nyc2theworld","@united since UA 1226 ORD-EWR is delayed pushing it into meal time does that mean it will be catered with meals in First?"
"CamiCorreaBal","@JetBlue thanks so much for help Us u r amazing!"
"aaronkurlander","@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!"
"PalenMcDermott","@united cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx"
"afbillings","@USAirways i have been trying ALL WEEK to book a multi city award trip (can't book online) I'm told to call back some other time. What?!?"
"MarciDunnagan","@USAirways   my miles will expire on 2/29 and it could take someone 10 days to respond...I have over 150000 miles that I do not lose i❤usair"
"LisaKothari","@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!"
"JoVeSi","@USAirways I love you guys!!!"
"Markjeffries1","@JetBlue Phew!! Did it!! (Pant. Wheeze) http://t.co/ZPZ78POeON"
"POnions","@USAirways still Effin waiting... Not weather delays not engine trouble but lack of crew?  Are you shitting me?"
"POnions","@USAirways you guys straight up suck ass"
"LisaKothari","@united Luckily I had my disinfectant wipes and did your job for you. You're welcome. #badservice"
"Tom4719","@USAirways  big thank you to your ticketing agent Ute V at Dulles-Washington for OUTSTANDING guest service to get me rebooked"
"ThatsVy","@united Hi there looks like my connection is delayed too so I'll make it. Thanks!"
"AndrewMcDublin","@united I haven't booked yet I'm asking before I book"
"PGAShowAndrew","Cool thx! Only a couple more #PGAShow flights til I'm #Mosaic...can't wait. Will be easier to change flights when weathers bad@JetBlue"
"cryfshr","@united flight was Cancelled Flightled due to mechanical issues but when I ask for cab fare they say it was weather and can't help me"
"POnions","@USAirways looking forward to waiting on hold for 9 hrs to reschedule my flight.  Bunch of idiots work for this airline."
"Lozano_dc","@SouthwestAir don't you think a 4hr wait time to speak to an actual agent is ridiculous?! My flight was Cancelled Flightled this morning! #Getyourlife"
"RyanDuncanPT",".@SouthwestAir Yes total of 4 hours on hold. With all the Cancelled Flightlations one would think there would be more staff. Decided to cx and drive"
"tbuccheri","@SouthwestAir sev ppl im my office received an apology and 2k. FF miles for this delay only apologize to select ppl? I got nothing.."
"inspiration4ppl","@SouthwestAir Hi I just got a message that part of my flights is Cancelled Flightled. I can't rebook online and nobody answers my phone call. Help me"
"jamiemager","@SouthwestAir is Flight 3113 OMA&gt;DEN on 2/21 actually Cancelled Flightled? Been on hold for over an hour and your website says conflicting messages"
"venkatesh_cr","@JetBlue as a customer it feels like i should stick to airlines other than jet blue. I travel for my work for past 5 years never seen $70"
"POnions","@USAirways haven't eaten all day either so lemme get that CC# so I can buy a burger across from the terminal.  #DoBetter @UsAirwaysSuck"
"hoffmanrich","@SouthwestAir flight 4040 atl to lga Cancelled Flightled any suggestions how to get home?"
"justleon","@united I need #United to be a better airline!!"
"LisaKothari","@united And then when we asked the stewardess to take the disinfectant wipe as trash she said ""not with my hands!"" #badservice"
"LisaKothari","@united No wonder the cabin is filthy. #badservice"
"Markjeffries1","@JetBlue Hey! Check it out!! It's snowing in Boston. Who could have predicted such a thing?! http://t.co/ufyxXkIsa3"
"SomuchWhit","@united have an employee at the gate 15min before boarding like u expect ur customers to. Be a competent company like ur rivals"
"SenseofFamily","@SouthwestAir My son's flight was Cancelled Flightled today. I was on hold 2+ hours to no avail. Can you help me rebook?"
"SomuchWhit","@united now been on board with no movement for 25 min...wow this experience just keeps getting worse and worse"
"9kenny5","@united So what's allowed or what's not allowed to be carried in my checked baggage?"
"MeganStorey415","@united ruined my day &amp; start trip SFO to GIG. both legs changed lost my paid upgrade &amp; 200 1st class seat &amp; moved me from Econ + to Econ"
"Markjeffries1","@JetBlue Yup. MCO. 82°!!"
"BigRichTexasPam","@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️"
"PatricePinkFile","@JetBlue good to hear. Thx for being responsive."
"LindsaySweeting","@USAirways Your Baggage system has hung up on me twice because you have too many callers. I NEED TO FIND MY HUSBAND'S (@SweetingR) BAGS."
"BrysonJennings","@SouthwestAir coming up on 2hrs on still haven't spoken to a rep"
"kelleynandrew","@USAirways- can you tell me what the policy is for preboarding with small children? Is that still a thing?"
"LindsaySweeting","@USAirways Been tweeting with the team at @AmericanAir who informed me that the problem is that you never sent his bags to them yesterday."
"GregKuroda","@united the worst customer service in Denver."
"AdamJBerry","@JetBlue hopefully this flight Seattle to Boston 2pm will have wifi. Our first one did not and we had to entertain ourselves! #lizaapproved"
"jojo929","@JetBlue send more service agents so all the stranded passengers can be helped!!!🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘"
"LindsaySweeting","@USAirways This is ridiculous. You delayed my husband's flights &amp; made him miss his connection. Told him to leave his bags. Sent him (1/3)"
"LindsaySweeting","@USAirways to a booked hotel for the night so I had to find him a room at midnight. Then say his bags will be on the plane but can't (2/3)"
"LindsaySweeting","@USAirways ...be found when he checks in. Now no info. Please DM me and help me fix this NOW. (3/3)"
"thebadvillain","@united great job losing one of my six bags on a direct flight.  Don't know how you manage to do it."
"pongchmp","@united ok so what is being done about my experience? My family had a terrible experience for $1200. It's kind of like being robbed.Explain"
"smithnr","@united Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out."
"jojo929","@JetBlue we want room and food allowances. Agents are refusing to give us vouchers to use at rooms we book ourselves."
"heroestoheroes","@SouthwestAir on hold for 45 mins. Anyone hv a connection at SW or at another airline to get from CHI n Columbus to EWR in am?"
"wmrrock","@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink."
"EbolaOutbreakUS","@united SATURDAY this morning Man dies from Ebola http://t.co/hXVVIS0VWw"
"TheWaynePyle","@SouthwestAir has the absolute worst customer service when trying to reach them by phone."
"wmrrock","@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback"
"ABBaitCo","@united how about plowing the snow at a gate before the plane arrives so we don't sit for 45 minutes after an 8 hr flight.... Fail"
"abbeymcole","@SouthwestAir My flight to KC has been Cancelled Flighted and the next available isn't till Tuesday?! What am I supposed to do for 3 nights?????"
"contimike","@JetBlue I would like to send an email to Lost and Found at JetBlue JFK; I spoke to them this morning but cannot drive their today."
"LindsaySweeting","@USAirways We did. @AmericanAir said to open one with you too."
"kyle_romanoff","@VirginAmerica Thanks so much for the awesome support you guys rock!"
"casualdiego","@VirginAmerica can you please get me to the new york area before monday afternoon"
"karsonbobbi","@USAirways already did. I travel for a living no help at all that it will take 3-4 weeks for any repair. And I have to pay to ship to TX."
"SSGV","@USAirways another hour gone &amp; they sit with more snow on them! Seriously?! http://t.co/Fupf0UAyir"
"jamiemager","@SouthwestAir could you add me to that list? Been on hold for an hour 15"
"contimike","@JetBlue Great thank you!"
"heygorgevents","@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!"
"LindsaySweeting","@USAirways Every time I try the line is disconnected b/c the system says you have too many calls. Glad your screw up matters so much to you"
"jorge_guajardo","@united I fly @AmericanAir normally.  This doesn't happen to me with them.  I'll let your flyers provide their own feedback. Thank you."
"Tom_Fili","@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW."
"NoahLocke","@united who is in charge of making decisions over there? Cancelled Flightling flight UA1150 was unacceptable. I should be in #Belize right now."
"dlm_3","@united not sure why u call it customer care.  Should be customer we don't care"
"PalenMcDermott","@united this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!"
"delmo75","@JetBlue you can't beat jetblue in space's matter http://t.co/NRpWmGyv3e"
"delmo75","@JetBlue great flight http://t.co/E0R0NTO4TR"
"ralonG2013","@united is probably the least satisfactory airline I've ever been on. Never fails to disappoint."
"Keels2515","@united my husband is supposed to fly RDU to IAD then IAD to FRA leaving in 2 hours. You Cancelled Flighted his flight and there's a 1hr wait on phone"
"Keels2515","@united any help is appreciated. That's a LOOONG wait for help on something that's not his fault"
"SoSickOfBallin","@united No problem just follow me back so I can! Thank you!"
"mcleanrs","@SouthwestAir I know where that is! Alas I live far far away now. #Books"
"tlwbarnett","@SouthwestAir Booked 6mos early paid for Early check in was ASSIGNED boarding # here 3hrs early and you deleted me in error?! #LAS2BUF"
"RaulFNYC","@USAirways Ok Thanks"
"rtw4","@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously"
"nyc2theworld","@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly."
"darreneyster","@SouthwestAir we were rebooked on the 5:05 out of MDW.  Some drink coupons could help!"
"Tom_Fili","@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW. They are a pain to deal with"
"PinkBird","@USAirways this very pregnant lady's hoping &amp;praying hubbys flight from BWI gets off the ground! I'd like him to get here before baby does!"
"alicekeeler","So appreciated! @united"
"tlwbarnett","@SouthwestAir not letting me DM. # is FSZ4YO"
"Marc_keting","@JetBlue at what point do u Cancelled Flight flights to DCA- other airlines have already Cancelled Flightled"
"MaxAtchity","@USAirways comin in clutch and sending me to Charlotte then home I h8 u @AmericanAir except for Wayne u a real g #ThankJesus #ThankMe"
"OthalieGraham","@USAirways @PHLAirport Cancelled Flighted flight due to weather no problem but wait for luggage for 4 hours?? IT MUST BE DELIVERED!!"
"abbeymcole","@SouthwestAir officially on hold for 2 hours!"
"MichaelBorakove","@JetBlue It is physically impossible to make it to the airport and our flight is scheduled to leave in less than 3 hours."
"MeganStorey415","@united please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L"
"school_tales","@united yep—used that twice; no case id numbers assigned; just tried it again-get screen that says “thank you for submitting your request”"
"PalenMcDermott","@united I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!"
"MeganStorey415","@united but your system gave my seat away.now I'm 27L Economy! Not Econ + seat. How did you give my plus seat away?"
"BigRichTexasPam","@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY"
"Marc_keting","@JetBlue You already Cancelled Flightled the one b4 us to DCA"
"PalenMcDermott","@united !!!!! YAAYY!!! YAY PROM!!!! http://t.co/DXicoyioxF"
"DailyBillboard","@VirginAmerica Keep up the great work :)"
"TimBouhour","@united has me #stranded (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones thanks!"
"MeganStorey415","@united. Please get me an economy plus seat. Awful day of 2 Cancelled Flighted flights after lots of planning."
"MattMuskrat","@USAirways sitting on a plane in Philadelphia for over 20 minutes waiting just to get off the plane. Great service!"
"FruminousB","@JetBlue what's the status of flight 1272 diverted to RIC?  When will it depart back for LGA?"
"scoobydoo9749","@SouthwestAir not at all. Rerouted to snowy BWI been trying to figure out how to get out of here. Now dealing with more baggage troubles."
"rosenrj","@JetBlue making a bad situation worse. Cancelled Flighted flight making us stay overnight in SXM. Won't provide vouchers to stay in a different hotel"
"dragons_arelife","@SouthwestAir hey southwest! Can I see @Imaginedragons in Atlanta? My friend has never been there loves them and he is from Taiwan!"
"Marc_keting","@JetBlue Tell me at what point will u realize u can't fly into DCA tonight- u Cancelled Flightled the 1pm when will u Cancelled Flight the 5:26"
"javierfigueroa","@USAirways guys I need help my reservations tried calling and I'm told to call Late Flightr. Please help me here."
"coreysexson","@SouthwestAir IND website says contact airline for flight 899 tomorrow to ATL. On hold for over an hour. Can you give me any more info?"
"VenessaFaith","@SouthwestAir can you please DM me who I can speak with regarding my receipts and who I can email a presidential level complaint"
"Shugnussy","@SouthwestAir I'm just calling to Cancelled Flight a flight. I already rebooked it on another card. Just need to Cancelled Flight the previous reservation."
"rosenrj","@JetBlue we tried. They're not at all helpful. Terrible customer service at this airport at least."
"kenzieellis","@united please don't take my membership away :("
"scoobydoo9749","@SouthwestAir but if my bag makes it with me to Greenville tonight then all is forgiven. #HighHopes"
"yajur","@united Why was I forced to check my rollaboard on UA 715? Plenty of room in the overhead next to my seat. http://t.co/5xvNnmLTiW"
"beekaytulsa","@USAirways I was told a ""return call"" by a human"
"9kenny5","@united Such as deodorant shampoo toothpaste. Seems like that would be limited to 70oz correct?"
"MichelleFilling","@USAirways Nick on flight 742 was awesome. Please reward him in some way!!! He has kept us smiling on a bad day of travel. #customerservice"
"ABBaitCo","@united what you forgot to tell them the flight was coming... Thanks for allowing me to miss my connection"
"GregKuroda","@united no your service here pretty much ruined my day but thanks for the weak attempt"
"gorgeousjack","@united we are sitting on the runway for 2 hours! It is ridiculous!!"
"suezquesteen","@SouthwestAir I made it! Heading to Denver and your employees really are as pleasant as I just told someone your application asks.  Thanks!"
"KristinMcNeil","@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines"
"Shugnussy","@SouthwestAir I have sent the DM should I continue to wait on hold with a rep or will you be servicing me here?"
"ralonG2013","@united yes I've been waiting for four hours and no one has been able to help me."
"MyGuitarSS","@SouthwestAir you are failing! Diverted stuck and no communication! Make a decision and let us go!!!! 😞😡 flight #4229"
"IanJolicoeur","@united thanks we did."
"ralonG2013","@united call wait times are over 20 minutes and airport wait times are longer"
"scoobydoo9749","@SouthwestAir the ball has been dropped. My snowboard will not be making it to my destination. #totalfail #letdown"
"MichaelMontero","@JetBlue - trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?"
"jcharvardapp","@united as a million miler with UA and flying almost every week I observe gate and flight crews committed to good operations"
"PinkBird","@USAirways thank you! It's # 1875 from BWI keep seeing different stats from delayed to awaiting take off to delayed..."
"jcharvardapp","@united this team added 30 mins on turnaround"
"beekaytulsa","@USAirways Okee doke"
"Le_Sport1","@USAirways No Problem - he was the only person in the airport who would help :)"
"annemoriarity","@SouthwestAir I always brag about ur service but very disappointed today. Apparently I'll be sleeping on floor of Dallas airport tonight 👎"
"BVSCAPE","@united the nightmare continues... http://t.co/TsvgbrL15f"
"jcharvardapp","@united no commitment to a good turnaround an operations mgr would have counted a dozen small issues with individual performance"
"jcharvardapp","@united no wheelchairs"
"desh9583","@SouthwestAir - holding us hostage for about an hour with no updates if they are taking us to NY or not. What's going @southwestair"
"jcharvardapp","@united allowing passengers on my flight to block exit of plane"
"duhhhLilah","@SouthwestAir did anyone come into work today? u should have all the pilots and flight attendants answer phones if no one is flying"
"duhhhLilah","@SouthwestAir please please please answer the phone. . ."
"jcharvardapp","@united cabin crew were huge offenders stood as a conversational cluster blocking exiting passengers"
"OthalieGraham","@USAirways thank you! You have always been so good to me. I will follow up."
"duhhhLilah","@SouthwestAir change your hold music going on hour 3 and i'm about to loose it"
"jcharvardapp","@united no bag tagging led to many people backing up the aisle to front with bags"
"duhhhLilah","@SouthwestAir why can't i reschedule my flight online?"
"duhhhLilah","@SouthwestAir why are you literally the worst?"
"nicc1217","@united how long does it take to get a response from your customer service about a complaint done through email?"
"jcharvardapp","@united sloppy stuff you don't see anymore - united has raised my expectations - this team was poor"
"NicoMancinelli","@jetblue what good with the inflight WiFi?"
"juicereddi","@SouthwestAir you Cancelled Flightled my flight to EWR. Flt 3076. U also Cancelled Flightled flights to LGA. Yet @united is flying on time to both. WTH??"
"erw12","@JetBlue status of flight 684 from MCO to LGA tomorrow?"
